id,name,description,price,type,rating,restaurant,restaurantName,keywords,url
1680962286272,Chicken Tikka,A chicken based dish which originated in south Asia,180,nonveg,4,1679928329354,Food Swing,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken-Tikka.jpg?alt=media&token=0ba8191c-ada9-40fa-bfc6-1b125126ae31
1680962286289,Chicken Tikka,A chicken based dish which originated in south Asia,180,nonveg,4,1680269238107,Lucky Hotel,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken-Tikka.jpg?alt=media&token=0ba8191c-ada9-40fa-bfc6-1b125126ae31
1680962286290,Chicken Tikka,A chicken based dish which originated in south Asia,180,nonveg,4,1680269254349,Opa! Bar & Cafe,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken-Tikka.jpg?alt=media&token=0ba8191c-ada9-40fa-bfc6-1b125126ae31
1680962286291,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1679928329354,Food Swing,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286292,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1679977455746,THE PUNJABI'S KITCHEN,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286293,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1679980561220,Mandarin Oak Mahakali,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286294,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1679983321188,Sardarji's Kitchen,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286295,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680098024679,1522 Bar & Kitchen Mumbai,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286296,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680267988540,Shree Devi Restaurant & Bar,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286297,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268002969,Malwani Aswad,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286298,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268023554,BOMBAY ADDA,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286299,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268055848,Candies,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286300,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268089050,Konkan Spice,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286301,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268104337,Mini Malvan,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286302,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268912802,Hitchki,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286303,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680268991867,White lama villa,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286304,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680269012634,1BHK,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286305,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680269029393,Cafe Safar,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286306,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680269068085,Yazu - Pan Asian Supper Club,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286307,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680269081082,Glocal Junction Andheri,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286308,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680269238107,Lucky Hotel,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286309,Chicken Biryani,A savory chicken and rice dish that includes layers of chicken### rice### and aromatics that are steamed together.,350,nonveg,4.7,1680269254349,Opa! Bar & Cafe,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Biryani.jpg?alt=media&token=0e350a3c-4617-443d-bcf5-8d5e110466b5
1680962286310,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1679928329354,Food Swing,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286311,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1679977455746,THE PUNJABI'S KITCHEN,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286312,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1679980561220,Mandarin Oak Mahakali,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286313,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1679983321188,Sardarji's Kitchen,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286314,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680098024679,1522 Bar & Kitchen Mumbai,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286315,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680267988540,Shree Devi Restaurant & Bar,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286316,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268002969,Malwani Aswad,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286317,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268023554,BOMBAY ADDA,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286318,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268055848,Candies,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286319,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268089050,Konkan Spice,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286320,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268104337,Mini Malvan,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286321,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268912802,Hitchki,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286322,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680268991867,White lama villa,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286323,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680269012634,1BHK,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286324,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680269029393,Cafe Safar,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286325,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680269068085,Yazu - Pan Asian Supper Club,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286326,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680269081082,Glocal Junction Andheri,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286327,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680269238107,Lucky Hotel,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286328,Chicken Fried Rice,A dish of cooked stired on a frying pan with other ingredients such as eggs### meat### seafood### or vegetables,200,nonveg,3.8,1680269254349,Opa! Bar & Cafe,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Fried%20Rice.jpg?alt=media&token=ad069845-093b-4cbc-a0d8-bd3be88c9c96
1680962286329,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1679928329354,Food Swing,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286330,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1679977455746,THE PUNJABI'S KITCHEN,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286331,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1679980561220,Mandarin Oak Mahakali,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286332,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1679983321188,Sardarji's Kitchen,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286333,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680098024679,1522 Bar & Kitchen Mumbai,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286334,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680267988540,Shree Devi Restaurant & Bar,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286335,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268002969,Malwani Aswad,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286336,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268023554,BOMBAY ADDA,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286337,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268055848,Candies,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286338,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268089050,Konkan Spice,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286339,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268104337,Mini Malvan,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286340,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268912802,Hitchki,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286341,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680268991867,White lama villa,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286342,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680269012634,1BHK,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286343,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680269029393,Cafe Safar,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286344,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680269068085,Yazu - Pan Asian Supper Club,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286345,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680269081082,Glocal Junction Andheri,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
1680962286346,Chicken Lollipop,A chicken drumstick that has been Frenched,240,nonveg,4.1,1680269238107,Lucky Hotel,nonveg| food| dish| chicken,https://firebasestorage.googleapis.com/v0/b/nearesto.appspot.com/o/nearesto%2Ffood_items%2FChicken%20Lollipop.jpg?alt=media&token=0e1854a9-a476-4950-8486-8e9c21101604
